PART5||In an effort to ------- people’s perception of the company, Global-Connect has started a charity foundation.|B|improving|improve|improvement|improved|회사에 대한 대중의 인식을 개선하기 위한 노력으로 Global-Connect 사는 자선 재단을 출범했다.
PART5||In compliance with new standards ------ by the American Association of Private Libraries, Rahmen Public Library amended their policies.|A|issued|resulted|permitted|edited|미국 사립 도서관 협회에서 발행한 새로운 기준에 따라, Rahmen 공립 도서관은 그들의 정책을 수정했다.
PART5||We have already made ------ to transfer the funds to your account.|A|arrangements|authorities|ambition|achievements|우리는 이미 당신의 계좌로 자금을 이체할 준비를 했습니다.
PART5||The function in ---- of Dr. Benjamin is scheduled to be held this Saturday evening in the company’s main office.|D|advance|respect|request|honor|Benjamim 박사를 치하하기 위한 행사가 회사의 본사에서 토요일 저녁에 개최될 것으로 예정되어 있다.
PART5||When applying, please be sure to include  your full name, and you are asked to provide any of the information ------- request.|B|at|upon|to|since|지원시에, 당신의 전체이름을 포함시켜 주시고, 또한 당신은 요청시에 그 어떤 정보든 제공하도록 요청됩니다.
PART5||The Dream Tour can handle any contingency by conducting thorough planning in ------.|C|adjustment|advice|advance|advantage|Dream 관광은 사전에 철저한 계획을 실행함으로써 그 어떤 예상치 못한 상황을 대비할 수 있습니다.
PART5||Many clothing manufacturers are ----- on production plants in China.|A|reliant|reliance|reliable|rely|많은 의류 제조 업체들은 중국에 있는 생산 공장들에 의존적이다.
PART5||Most participants have found the series of lectures offered by Western University ----- in providing them with relevant  expertise|B|satisfaction|satisfactory|satisfies|satisfied|대부분의 참여자들은 Western대학에서 제공되는 일련의 강연들이 그들에게 관련된 전문지식을 제공한다는 점에서 만족스럽다는 것을 알게 되었다.
PART5||A recent survey indicated that many plant workers tend to be least ----- to their jobs during overnight shifts|A|attentive|attention|attentiveness|attentively|최근 연구에서 밤근무를 하는 공장 근로자들은 그들 일에 대해 거의 개의치 않는 경향이 있다고 지적하고 있다.
PART5||"The relocation department is	----- for arranging moves and locating housing for employees working abroad"|B|responsive|responsible|responsibly|respond|이전부서가 이사를 준비하고 외국에서 일하는 직원들의 집을 찾는 것을 담당하고 있다.
PART5||We have found that many consumers are ------ to make purchasing decisions before consulting online product reviews|C|comparable|responsive|reluctant|responsible|우리는 많은 고객들이 온라인 상품 평가를 참고하기 전에 구매 결정을 내리는 것을 꺼려하는 것을 알게 되었다.
PART5||You are cordially asked to leave the feedback on our website, and your reviews will be ----- to our product development team|B|appreciative|beneficial|profitable|responsive|당신은 정중하게 우리의 웹사이트에 의견을 남겨 주기를 요청 받으며, 당신의 평가는 우리의 상품 개발 팀에 이로울 것입니다.
PART5||There are parking spots ----- for the handicapped that are located near the front entrance to all of our facilities|A|designated|stationed|elected|passed|우리의 모든 시설 앞에 위치해 있는 정문 근처에 장애인들을 위해 지정된 주차장이 있습니다.
PART5||The orders of the air conditioner in summer season ---- for 70 percent of its annual revenues|B|allow|account|explain|number|여름 시즌의 에어컨의 주문이 한해 수입의 70퍼센트를 차지합니다.
PART5||This organization has been devoted to -------- the welfare of the children in the world.|A|promoting|promote|promotion|promotes|이 단체는 전 세계 어린이들의 복지 증진에 전념해 왔다.
PART5||The chairman wil l----- everyone of the results of the meeting via email|D|speak|mention|express|inform|의장이 모두에게 이메일을 통해서 회의의 결과를 알릴 것이다.
PART5||Engineers are expected to ----- the malfunctions of the newly developed software completely and flawlessly|B|deal|address|satisfy|become|엔지니어들은 새로 개발된 소프트웨어의 기능 장애를 완전히 그리고 결점이 없이 해결할 것으로 예상된다.
PART5||"The City Chorus is scheduled	----- at the dedication of the new library building"|C|is performing|will perform|to perform|performance|The City Chorus 는 새로운 도서관 빌딩을 기념하여 공연을 할 예정이다.
PART5||The ----- of Dream Airlines is to increase its net profits by 10% by next year|C|inquiry|reason|objective|opinion|Dream 항공의 목표는 다음해 순이익을 10퍼센트까지 올리는 것이다.
PART5||Dream Electronics believe that their ----- meet the needs of various customers.|C|production|productivity|products|produces|Dream 전자는 그들의 상품이 다양한 고객들의 필요를 맞출 것이라고 믿습니다.
PART5||In tonight’s ceremony, Dream Advertising will be honored for its outstanding contribution to ----- innovative marketing tool.|B|make|making|made|be made|오늘밤 행사에서, Dream 광고는 혁신적인 마케팅 도구를 만드는 것에 뛰어난 기여에 대해 치하 받을 것이다.
PART5||The tenants have no legal obligation to ------ for housing damages caused by any natural disasters.|C|paid|paying|pay|pays|세입자들은 자연 재해로 야기된 주택 손상에 대해 지불할 법적인 의무가 없다.
PART5||Dream University will hold a ----- of business seminars for small business owners starting next week.|B|process|series|sequence|schedule|Dream 대학은 다음 주부터 소규모 사업자들을 위한 일련의 비즈니스 세미나를 개최할 것입니다.
PART5||The marketing team conducted a ----- to find out how many hours children use the Internet every day.|C|research|progress|survey|broadcast|마케팅 부서는 얼마나 많은 시간을 어린이들이 매일 인터넷을 사용하는지 알아내기 위하여 설문조사를 하였다.
PART5||"If managers are in the middle of a meeting, please ----- from knocking on the door."|A|refrain|prohibit|obtain|differ|만약에 관리자들이 회의 중이면, 문을 두드리는 것을 삼가 주세요.
PART5||"My supervisor has ----- full support for your transfer and she has offered to put her endorsement in writing for you."|D|agreed|relied|wanted|expressed|우리 상사는 당신의 이동에 대해 전폭적인 지지를 표했으며 당신을 위해 서면으로 추천서를 쓰는 것을 제안했습니다.
PART5||"Mr. Levin attempted to convince the firm that they could benefit	----- his experience in international finance."|A|from|concerning|within|about|Levin 씨는 그들이 국제 자금시장에 그의 경험으로 부터 혜택을 받을 수 있다고 회사를 설득하는 시도를 했다.
PART5||"Knowledge of	----- languages is a huge advantage when applying for a client relations position at the Dream Bank of Commerce."|D|endless|collective|broad|multiple|다수의 언어에 대한 지식은 Dream Bank of Commerce사의 고객 관련 직책에 지원 할 때 큰 이점이 됩니다.
PART5||The next meeting will ----- ways to achieve the new year’s objectives.|A|address|remark|express|talk|우리의 감사함의 표시로써, 저는 이 특별 할인들 당신에게 제공할 수 있게 되어 기쁩니다.
PART5||A fine is ----- on cars returned after the date indicated on the rental agreement.|B|appeared|imposed|satisfies|satisfied|위원회는 원칙적으로 제안서를 상세사항을 조사하지 않고 수락했다.
PART5||The company is looking for alternative ways to ----- fossil fuels into clean energy.|D|represent|assign|produce|convert|회사는 화석 연료를 깨끗한 에너지로 바꾸는 대체의 방법들을 찾고 있다.
PART5||The committee accepted the proposal in principle, without having examined -----.|A|specifics|specify|specific|specifically|위원회는 원칙적으로 제안서를 상세사항을 조사하지 않고 수락했다.
PART5||"As a token of our appreciation, I am pleased to be able to	----- this special offer to you."|D|express|announce|confirm|extend|우리의 감사함의 표시로써, 저는 이 특별 할인들 당신에게 제공할 수 있게 되어 기쁩니다.
PART5||Please be ----- that requests for special dietary service must be made in advance.|C|inform|informing|informed|informs|특별 식사 서비스의 요청은 사전에 이루어져야 한다는 점을 양지하시기 바랍니다.
PART5||Dream Distributions ----- its dispute with Legacy Corporation regarding a patent system which was filed last year.|A|settled|delivered|recommended|arrived|Dream 유통은 지난해 제출된 특허받은 시스템에 관련한 Legacy 사와의 분쟁을 해결했다.
PART5||Alex is supposed to ----- the responsibility of marketing director starting next month.|C|represent|assign|assume|convert|Alex 는 다음달부터 마케팅 이사의 책임을 맡을 예정이다.
PART5||For security reasons, only authorized personnel is ------ to enter the laboratory.|B|allowing|allowed|allowance|allow|보안상의 이유로, 승인된 직원만이 실험실에 들어오는 것이 허락된다.
PART5||The initial model produced by our contractors failed to ----- with the specifications we provided them.|B|adhere|comply|belong|approach|우리의 계약자에 의해 생산된 최초의 상품은 우리가 그들에게 제공했던 지침을 지키지 못했었다.
PART5||"I am writing to	 ------ receipt of the orders which I placed last week."|B|decide|acknowledge|capture|recover|저는 지난주에 제가 했던 주문의 수령을 알리기 위해 글을 씁니다.
PART5||At last night’s retirement party, Charles Choi ------ for his 30 years of hard work and dedication to the company.|D|honored|had honored|to be honored|was honored|지난 밤 은퇴 파티에서 Charles Choi 는 그의 30년간의 근면한 근무와 회사에 헌신에 대해 치하 받았다.
PART5||We are regret to inform the rental contract will be ----- at the end of the month.|A|terminated|finalized|categorized|decided|우리는 대여 계약이 이번 달 말에 종료 될 것을 알리게 되어 유감입니다.
PART5||"The customer	----- on a full refund of the catering service because of the incident occurring at the reception last week."|A|insisted|informed|relied|suggested|지난 주에 있었던 연회에서 발생한 사고 때문에 고객이 출장 연회 서비스의 전액 환불을 주장했다.
PART5||Please don’t be ----- to consult with your doctor before taking the medicine.|C|hesitate|hesitated|hesitant|hesitation|약을 복용하기 이전에 의사와 상담하는 것을 망설이지 마시오.
PART5||Before the actual interaction with customers, all the sales staff members are required to ------ themselves with the company policy.|C|satisfy|provide|acquaint|allow|실제 고객 응대에 앞서, 모든 영업 사원들은 회사 정책에 대해 숙지해야한다.
PART5||Our records say you have been using our service over the past 3 years, and you are ----- to 10% discount on every purchase from now on.|B|dedicated|entitled|committed|reluctant|우리의 기록이 당신이 우리 서비스를 지난 3년간 이용해왔다고 보여주고 있으며 당신은 지금부터 모든 구매에 10% 할인을 받을 자격이 주어집니다.
PART5||River View Hotel has improved its level of service significantly ----- its extensive staff training program.|B|so that|as a result of|in order to|in spite of|River View 호텔은 광범위한 직원 훈련 프로그램의 결과로 서비스의 수준을 엄청나게 향상시켰다.
PART5||Participants entering the conference hall must ----- their valid photo identification.|A|show|forward|issue|sign|컨퍼런스 홀에 입장하는 참가자들은 꼭 유효한 사진이 있는 신분증을 제시해야 한다.
PART5||Dream Electronics is ----- as a market leader in the mobile phone industry.|B|permitted|regarded|asked|inquired|Dream 전자는 휴대전화 산업에 시장의 리더로서 여겨진다.
PART5||All the staff at Dream Clothing will be happy to ----- our customers with finding what they need.|B|allow|assist|intend|search|Dream 의류의 모든 직원들은 우리 고객들이 그들이 필요한 것을 찾을 수 있도록 돕게 되어  기쁩니다.
PART5||Diana Jemenez has been ----- to director of media relations at Cantrella Mining Corporation.|C|tried|applied|promoted|agreed|Diana Jemenez 는 Cantrella Mining Corporation 사의 미디어 부서장으로 승진했다.
PART5||One of the merits that a department head should have is the ability of ---- with team members.|B|production|interaction|habit|intention|부서장이 꼭 갖추어야 하는 장점 중에 하나는 부서원들과 소통하는 능력이다.
PART5||The CEO of  Dream International  put  great ------ on an effective advertisement during the Monday staff meeting.|C|instance|determination|emphasis|objection|Dream 전자의 CEO는 월요일 직원 회의에서 효과적인 광고를 엄청나게 강조하였다.
PART5||The streets in the ----- of Dream Shopping is always busy with many tourists.|D|view|location|distance|vicinity|Dream 쇼핑의 부근 길들은 항상 많은 관광객들로 붐빈다.
PART5||If the package has already been opened or has been damaged, the store can refuse ----- of the package for exchange.|D|receivable|receiving|received|receipt|만약에 상품이 이미 개봉이 되었거나 손상을 입었다면, 상점은 교환을 위한 상품 수령을 거절할 수 있다.
PART5||Employees who want to request a paid vacation should obtain ----- from their supervisor.|A|permission|goal|license|insurance|유급 휴가를 요청하길 원하는 직원들은 그들의 상사로부터 허가를 받아야만 한다.
PART5||Dream Lodge considers improving the customer service the highest -----.|C|privacy|offer|priority|passion|Dream 숙박은 고객 서비스 향상을 최우선 과제로 여깁니다.
PART5||Mr. Cater managed to  handle her ----- role as vice president considering the trouble the company was undergoing.|A|challenging|trying|disappointed|pleased|회사가 겪고 있던 어려움을 고려하면 Cater 씨는 부회장으로서의 그녀의 힘든 역할을 가까스로 잘 다루어 내었다.
PART5||The Dream Agency has provided more than 300 housing referrals since its ----- three years ago.|C|establish|established|establishment|establishments|Dream 사는 300개 이상의 주택 매물을 3년 전 그것의 설립 이래로 제공해 왔다.
PART5||Mr. Shim want all the employees to take ------ and develop their contact with potential clients.|A|initiative|initiate|initiated|initiating|Shim씨는 모든 직원들이 솔선수범하여 잠재 고객과의 그들의 접촉을 발전 시키기를 바란다.
PART5||Brightening Clothing customers for this week will be ----- from the shipping fees as a part of promotion.|B|provided|exempt|made|paid|이번 주 Brightening 의류 고객들은 홍보의 일환으로 배송 수수료가 면제 될 것입니다.
PART5||Many financial experts recommend keeping enough savings to cover  four months ----- of living.|B|price|cost|charge|fee|많은 재정 전문가들은 4달치 생활비가 충당 되도록 충분한 저축을 마련해두기를 추천합니다.
PART5||Based on the ----- of the urgent meeting, they will invest more capital in the promotion for the product.|A|conclusion|reason|condition|completion|긴급 회의의 결과를 기반으로 하여 그들은 더 많은 자금을 제품 홍보에 투자하기로 할 것이다.
PART5||Dream Insurance provides ----- rates for health insurance compared to other companies.|B|reflective|competitive|productive|protective|Dream 보험사는 다른 회사와 비교하여 건강 보험을 위한 경쟁력 있는 가격을 제공합니다.
PART5||Dream Airlines has built a strong ----- due to its excellent customer service.|C|emphasis|authority|reputation|production|Dream 항공사는 훌륭한 고객 서비스 덕분에 좋은 평판을 쌓아 왔습니다.
PART5||It is hard for the local government to find a ----- to traffic congestion by itself.|D|demand|request|inquiry|solution|지역 정부가 스스로 교통 체증에 대한 해법을 찾는 것은 어렵다.
PART5||Edwin McCain was recognized with the Best Employee of the Year as he is one of the most ----- members.|B|industrial|industrious|industry|industrialize|Edwin McCain은 가장 근면한 직원 중 한명이기 때문에 올해 최고의 직원 상으로 인정받았다.
PART5||If you wish to cancel this service before the end of the month, you will need to pay off the ------ balance.|C|intended|official|outstanding|formal|만약 올해 말 전에 이 서비스를 취소하기 원한다면 당신은 미지불 잔액을 모두 지불해야 할 필요가 있을 것이다.
PART5||Georgetown Dental Clinic is well known ------ being attentive to the needs of its clients.|A|for|as|to|from|Georgetown 치과는 고객들의 필요에 세심한 주의를 기울이는 것 으로 잘 알려져 있다.
PART5||Considering the ----- use of smart phone in Europe, many companies are making investment in that area.|A|growing|growth|grown|grew|유럽에서 스마트폰의 이용 증가를 고려하여, 많은 회사들이 그 지역에 투자를 더 하고 있다.
PART5||"All members are asked to be	----- of when using the company lounge."|D|considerable|considering|consideration|considerate|모든 구성원들은 회사의 라운지를 이용할 때 사려 깊게 행동하라고 요청됩니다.
PART5||This exhibition features numerous artworks by ----- painter Jorge Keans.|B|former|renowned|various|considerable|전시회는 유명한 화가인 Jorge Keans 수많은 예술 작품들을 포함하고 있다.
PART5||You  can be given ---- informational packet by just registering for the upcoming furniture fair.|B|whole|every|quite|final|당신은 모든 정보 용 패키지를 다가오는 가구 박람회에 등록하기만해도 받을 수 있다.
PART5||All sales representative should be well ------ of the new brand model before marketing the product.|C|informative|information|informed|inform|모든 영업 사원들은 제품이 시장에 나오기 전에 새로운 브랜드 모델에 관해 잘 알고 있어야 한다.
PART5||The document was considered ----- to those who were already trained lawyer.|C|comprehend|comprehending|comprehensible|comprehensive|그 문서는 이미 훈련을 받은 변호사인 사람들에게 이해할 수 있다고 사려 되었다.
PART5||The recent study revealed that manufacturing workers tend to be least ----- to their jobs during overtime shifts.|A|attentive|attention|attentiveness|attentively|최신의 연구는 제조 직원들이 밤샘 작업을 동안 그들의 일에 거의 주의를 기울이지 못한다는 것을 밝혔다.
PART5||His response to the questions was so ----- that management decided to offer him the position.|C|satisfaction|satisfied|satisfactory|satisfy|질문들에 대한 그의 응답이 너무 만족스러워서 경영진들은 그에게 그 직책을 제공하기로 결정했다.
PART5||The board members praised the accounting team for solving the cash flow problem in a ------- manner.|A|timely|accurate|fortunate|basic|이사회 구성원들은 회계 부서가 시기 적절하게 현금 유동 문제를 해결한 것에 대해 칭찬하였다.
PART5||The company’s decision to acquire H&K corp. was announced ----- years of consideration.|A|following|regarding|next|prior|회사의 H&K사를 인수하기로 한 결정이 몇 년간의 고심 끝에 발표 되었다.
PART5||It can be challenging to adjust to other cultures, but working at the branch in Taipei is a ------- experience.|D|knowledgeable|advised|advised|rewarding|다른 문화에 적응하는 것은 어려울 수 있지만 대만의 지점에서 일하는 것은 보람 있는 경험이다.
PART5||"After the seminar, some participants said that the  presentation was too	-------."|B|spacious|brief|previous|small|세미나 이후에, 몇몇 참여자들은 발표가 너무 짧았다고 말했다.
PART5||The updated model of the mobile phone was specifically ----- to attract female consumers in their late 20s.|C|informed|attended|designed|entailed|업데이트된 전화기 모델은 특히나 20대 후반의 여성들을 끌기 위해 고안되었다.
PART5||Living in NYC for the last three years, Ms. Vera had difficulty ----- to excessively high prices.|A|adjusting|replacing|objecting|developing|뉴욕에서 지난 3년간 살면서 Vera씨는 과하게 높은 물가에 적응하기 어려웠다.
PART5||"The informational package is	----- available next to the reception desk."|B|approximately|readily|precisely|reasonably|정보용 패키지는 접수처 바로 옆에서 쉽게 구하실 수 있습니다.
PART5||The 20th anniversary ceremony of the establishment of the company will begin ------ at 7 p.m. on Friday.|C|rightly|correctly|precisely|predictably|회사 설립의 20주년 기념식이 금요일 저녁 정확히 7시에 시작 될 것입니다.
PART5||The inspection procedures are ----- monitored by a team of specialists|D|obviously|severely|previously|closely|검사 절차가 전문가 집단에 의해 면밀히 감시되고 있다.
PART5||Compared to others in its field, H&K Enterprise places ----- emphasis on research and development.|B|greatly|greater|more greatly|as|그 분야의 다른 회사들과 비교하여, H&K사는 연구와 개발을 더 강조한다.
PART5||The credit for Dream Electronics’ great success belongs ----- to its devoted employees.|B|nearly|mostly|intently|promptly|Dream Electronics의 엄청난 성공의 공은 대개는 헌신적인 직원들에게 있다.
PART5||The new gallery will ----- open on the 5th of January when the artwork by Gorge Keans arrives on time.|A|officially|permanently|previously|mostly|새로운 미술관은 1월 5일에 Gorge Keans가 제 때 도착하면 공식적으로 개장할 것이다.
PART5||Due to the recent fluctuation of the oil price, it is difficult to ----- estimate its profits.|D|incidentally|mildly|commonly|accurately|최근의 기름가격의 변동 때문에, 이윤을 정확히 추정하기 어렵다.
PART5||over the past three decades, works by author Franklin pierce have ------- appeared on bestseller list.|B|consistency|consistently|consist|consistent|가나다
PART5||------- the results of customer surveys can help businesses identify which aspects of their retail operations need to be improved.|D|Examines|Examination|Examined|Examining|가나다
PART5||To remain profitable in the upcoming quarter, Renline Software must -------- the suggestions recommended by its financial auditors.|D|implementing|implemented|implementation|implement|가나다
PART5||Although discussions continued for weeks, negotiators were unable to ------- a deal regarding the proposed free trade agreement.|A|conclude|turn|open|compile|가나다
PART5||------- his tenure as CEO of PlexusTech, Marc Vincent has supported the development of groundbreaking new products.|D|Near|Once|Among|Throughtout|가나다
PART5||------- rising demand for its services, Jonestown Couriers will need to acquire several additional delivery vehicles.|C|Had met|Met|To meet|Meet|가나다
PART5||The restructuring ------- by the president during his conference call with investors will commence at the beginning of next year.|A|mentioned|has mentioned|will mention|mentioning|가나다
PART5||Following the resignation of Mr. Scott, the board of directors carried out an ------- search to find a new CFO.|C|interested|oncoming|exhaustive|enumerated|가나다
PART5||Investors are becoming ------- nervous about the company's ability to remain competitive in developing markets.|B|increasing|increasingly|increased|increases|가나다
PART5||An agreement between Tidal Company and Inverse Incorporated led to the ------- of a joint venture responsible for product distribution.|A|creation|creative|create|creator|가나다
PART5||The teaching career of Professor Cynthia Caldwell ------- on next Monday afternoon at a special retirement ceremony in the faculty lounge.|D|is celebrating|celebrates|has been celebrated|will be celebrated|가나다
PART5||While renovations to our facilities are ongoing, employees should ------- themselves with the various safety rules that should be adhered to.|C|experience|subsidize|familiarize|reprimand|가나다
PART5||A warehouse manager working for Avro Logistics received recognition for ------- 30 years of service to the company.|C|him|himself|his|whose|가나다
PART5||Ark-Tech successfully ------- the launch of its new tablet computer by purchasing television advertising in major markets around the country.|B|to promote|promoted|promoting|promotion|가나다
PART5||To obtain more data regarding customer demographics, shoppers will be offered a coupon in return for completing a short -------.|B|investigation|questionnaire|assortment|delication|가나다
PART5||John, Janet, and Paul are regarded as the best in their _______ fields.|B|expertise|respected|entire|significant|가나다
PART5||Job requirements in a wanted advertisement vary _____ on what kind of job and position is open.|C|depend|dependence|depending|depends|가나다
PART5||In gratitude for generous donations, University of Jongro created a monument on ______ donor's names were acknowledged.|A|which|where|what|how|가나다
PART5||Individual mentors will be assigned to ______ to provide comprehensive training for them.|D|recruit|recruiter|recruiting|recruits|가나다
PART5||Mr.Jenning's presentation gives an excellent _____ on recruiting employees in the consulting area.|D|advice|initiation|speech|suggestion|가나다
